ID,Song Name,Artists,Album Name,Popularity
6CKztDSyFEe7ti6HEGCHng,Technicolour Kenny,"['Arielle Free', 'Jake Shears']",Technicolour Kenny,41
55q0rZUwzQ5xFivvSwIVH0,Find You - Radio Edit,['UNREFINED'],Find You (Radio Edit),43
3yEbhEldwdL0jfrqm64x5E,Freak Ya Tail,"['Rene Amesz', 'Jay Colin']",Freak Ya Tail,0
6pvWQ658tA5tXa07TGAb0i,Faith,['Jamie Unknown'],Faith,41
7IyIclEFVbKenXYwzHitcX,Move (feat. NEZ),"['Eats Everything', 'NEZ']",Move (feat. NEZ),43
5789JwERVglbf574Olz2Bi,Feel Like Makin' Love (feat. Roberta Flack),"['Supershy', 'Tom Misch', 'Roberta Flack']",Happy Music,61
0d7TxNhBkURA0MYyX66l93,Hypnotic (feat. Dope Earth Alien),"['Jansons', 'Dope Earth Alien']",Hypnotic (feat. Dope Earth Alien),42
37EFzT30bq9Jop85wqShzd,All I Ever Need,['EC Twins'],All I Ever Need,37
0JVn39lvpRCe0EZi6RMtj0,Out Of The Blue,['Punctual'],Out Of The Blue,54
6yW6KjdBVwpexa0xI26si0,Losing Control (feat. Nathan Nicholson),"['Duke Dumont', 'Nathan Nicholson']",Losing Control (feat. Nathan Nicholson),57
2QUjCgRuF6grKzr4mINjs8,Move Your Body (feat. Moxie Knox),"['Will Clarke', 'HoneyLuv', 'Moxie Knox']",Move Your Body (feat. Moxie Knox),49
3w0nFtVBa75tPHsSNZxWr6,Levitate,"['Arielle Free', 'GotSome', 'Icarus']",Levitate,52
57PvBFABJ1F5mX69oUt8Yh,Touching My Body,"['Skepta', 'Jammer', 'Etta Bond']",Touching My Body / Down Shovel,55
5eNS4osb7X3oIKcguRkr3Z,I Want You,['Leftwing : Kody'],I Want You / Windmill,39
384UShG9e4mFJTEO6f69wX,Move - Punctual Remix,"['RUG', 'TSB', 'Punctual']",Move (Punctual Remix),39
4fpwv0RSfRMZl55Nn8Gb4q,Bring It Back,['Waze'],Bring It Back,40
4npTB0nSyvWZognt9ovoZ5,Atomic Sun,['Hot Since 82'],Love Me,42
76Lq3l4TEzt2javAjXezAr,Different Side,"['Michael Bibi', 'KinAhau', 'Audio Bullys']",Different Side,62
7o1K0RtnM5cdvZrmgnta98,Love Me Back,['Bag Raiders'],Love Me Back,44
4VMawgqtTlOOHIoad2zPdh,Dirty Dance,['Storm Mollison'],Dirty Dance,35
4N3yU64ssk2LKTB98nQvoA,LOVE DESIRE,['CASSIMM'],LOVE DESIRE,32
0jmTMsQ3sA2VI2uRQ6ELt4,Everything,['CHANEY'],Everything,37
7dQibCVyq03l5tGPWZwXjf,The Loop,"['Goodboys', 'Biscits', 'Max Mylo']",The Loop,47
74nEGIzIefJhJ5qX7NeIAz,Beggin',"['Chris Lake', 'Aluna']",Beggin',74
35ujkehsna0t7Ns3FE1pzE,Vibe With It (feat. The Melody Men),"['Ferreck Dawn', 'The Melody Men']",Vibe With It (feat. The Melody Men),42
1Ef6SrzW4vM7uJT11jAJvO,Over,"['Maur', 'Westend', 'Cami Bear']",Over,50
43owQJ67WtG6Euzu0Onhx3,Step it Out,['Just Geo'],Step It Out,33
2LgCE2RDlkqxXmJzdJx6lw,Deeper Love,"['ManyFew', 'Valntna']",Deeper Love,37
6xxnvkIzK4v3Zikxby6iaX,In & Out,['Ejeca'],In & Out,41
1DkCFd1crKJjUtQQ9KjzRZ,Like I Used To (feat. Ella Henderson) - Belters Only Remix,"['Sonny Fodera', 'Paul Woolford', 'Belters Only', 'Ella Henderson']",Like I Used To (Belters Only Remix),48
5lYubOsQ8GlApPS0m5jQLU,Salty,"['Sam Divine', 'Dope Earth Alien']",Salty,42
61xnXX4B0GJ5SW3AEzz6Xc,For You,['Bazzyb'],For You,62
0y4LbOxZEpwmfVHxB4HQ19,Colours Of Love,['Tommy Farrow'],Colours Of Love,48
5QOBT97OmYCZo1W5u7tRrB,ten,"['Fred again..', 'Jozzy']",ten,77
04BNQFaBlFF7WDeTb1V0AP,The Best Part,"['anamē', 'gardenstate', 'Bien']",The Best Part,68
6wgmzw64fvWGVNfDRbOHFh,Friday Night,['orbit'],Summer Someday,65
77oV9hbYmMtPGmVxk6qRqp,Day Ones,"['DJ Sliink', 'SAFE']",Day Ones,40
6POZ7ocsOQQvJrfArz6KOD,Save Me (From Myself) (feat. Kyle Hume),"['NURKO', 'Kyle Hume']",Save Me (From Myself) (feat. Kyle Hume),58
5zviMoAeuerK1Rd58qXASv,All That Really Matters,"['ILLENIUM', 'Teddy Swims']",All That Really Matters,65
4k0N1HHajVqshJQGkS9YWk,Surrender To The Feeling,['ayokay'],Surrender To The Feeling,55
3YgtkOxZsTuaZdL8McA1FQ,adore u,"['Fred again..', 'Obongjayar']",adore u,84
0kfNu4qJOo7vgRWDCnMiBa,Little Planets - Remix,"['RIZ LA VIE', 'Łaszewo']",Little Planets - Remix,57
3fPSulmetwSxRIQ8cfU8Yl,Perfect World,['Lastlings'],Perfect World,54
4qDpLaFGf5ampf2DXD2TMA,Where You Are,"['John Summit', 'Hayla']",Where You Are,78
21H0pUV2uPIPcFnFhgTBjo,Woke Up in Love,"['Kygo', 'Gryffin', 'Calum Scott']",Woke Up in Love,73
7qdETIUEvsFoIh8Ed3YDpk,Touch Me,"['Jam City', 'Clara La San', 'Aidan']",Jam City Presents EFM,42
2wPG888F5AMkxILKc9Pc3Q,State Of My Heart,"['Surf Mesa', 'Nat Dunn']",State Of My Heart,51
5eTaQYBE1yrActixMAeLcZ,Miracle (with Ellie Goulding),"['Calvin Harris', 'Ellie Goulding']",Miracle (with Ellie Goulding),87
2JCFm7pOuEP0cItCq6t3bd,Love,"['BUNT.', 'Johan Lenox']",Love,62
2OZZpID4LgZ0GGm8XB99e3,Don't Forget My Love,"['Diplo', 'Miguel']",Don't Forget My Love,60
2vm52EstTRxGsvQ44gEFRL,Superhero,['Audien'],Superhero,0
3X2Aw6bQ7TfMMKsTzjTlDg,Waterfall,"['Disclosure', 'RAYE']",Waterfall,65
6afdNrotJ1PCt9DoFiHpLj,Real Love,"['Martin Garrix', 'Lloyiso']",Real Love,75
3VpxEo6vMpi4rQ6t2WVVkK,Escape (feat. Hayla),"['Kx5', 'deadmau5', 'Kaskade', 'Hayla']",Kx5,71
6FWAIkMvnS0ABEdBKcIp5K,Lose It All (I Don't Wanna),['BUNT.'],Lose It All (I Don't Wanna),72
2grS8y9w2vVp7sDJ3RnSx9,Cynical,"['twocolors', 'Safri Duo', 'Chris de Sarandy']",Cynical,82
1dHiSGzb9WFtDKnBFJs4KO,Just Say,"['Coco & Breezy', 'Tara Carosielli']",Just Say,63
4W7bfpXBXrH79dnWyJMkEX,If Only I (feat. Bebe Rexha),"['Loud Luxury', 'Two Friends', 'Bebe Rexha']",If Only I (feat. Bebe Rexha),71
1BaNZOpKVM6OtBuMfpeGYX,Breathless (with Alina Baraz),"['Austin Millz', 'Alina Baraz']",Breathless (with Alina Baraz),52
6gs5VDiNpbBfXHsAj2c9SB,Fade Out (with MKLA),"['John Summit', 'MKLA']",Fade Out (with MKLA),66
40zJbxW89dq6bEwUVLrxJS,Revelations,"['ZHU', 'Devault', 'BabyJake']",Revelations,55
1AA8Uqpa1CbUmopvzmUjFp,I Found You,"['Sub Focus', 'Hayla']",I Found You,62
4pMjZiXXGlmmEfYpQRP6iT,Meteor - Edit,"['Kenya Grace', 'SOLOMON']",Meteor (Edit),60
2cjhbrRCiUwRWL2PDPpDAu,Solitude (with BIA & Lucky Daye),"['Snakehips', 'BIA', 'Lucky Daye']",Solitude (with BIA & Lucky Daye),43
2KYp9IpK1HURPiKflNwz2i,Care 4 U,['BKAYE'],Care 4 U,62
5muXOWzcV0ckxYq0ATO1EW,I Do - Vandelux Remix,"['DRAMA', 'Vandelux']",I Do (Vandelux Remix),47
1GD5ooLHgV9nolrem1DBiB,The Veldt Cinema - BYNX Edit,"['deadmau5', 'Benny Benassi', 'Gary Go', 'BYNX']",The Veldt Cinema (BYNX Edit),64
1Yqe3VYgjOhhJLtqkla2zc,Don’t Let Me Let Go (with ILLENIUM & EVAN GIIA),"['Dillon Francis', 'ILLENIUM', 'EVAN GIIA']",Don’t Let Me Let Go (with ILLENIUM & EVAN GIIA),63
3360fzHkXtFCGSnTpyBMRA,Howl,"['Elderbrook', 'Tourist']",Howl,58
5vzNApeGxycrRYkK1PanGR,NO PLACE IS TOO FAR (feat. Whethan & Selah Sol),"['San Holo', 'Whethan', 'Selah Sol']",NO PLACE IS TOO FAR (feat. Whethan & Selah Sol),52
606Z051kpzw0rrcBCYCTtR,Over Now,"['Seven Lions', 'Above & Beyond', 'Opposite the Other']",Over Now,62
2xlSM0k9SCoG6UMaZWWRiC,I Will Leave a Light On,"['Le Youth', 'Lane 8', 'Jyll']",I Will Leave a Light On,69
1P7xMiKHrAl4e5Vbi6NbPf,Romantic Homicide - Spotify Singles,['WHIPPED CREAM'],Spotify Singles,56
4heve4ydl1u6V3AD4moZq9,She's On My Mind,['Romy'],Mid Air,70
3aNxfCcd9EohIxKmcQv1zn,Eternity,"['Timmy Trumpet', 'KSHMR', 'Bassjackers']",Eternity,69
5g9zQM8xjmZRHbGbrm0fdU,Feel The Same,"['Ian Asher', 'RuthAnne']",Feel The Same (feat. RuthAnne),54
2pHTtI2tvEjGJvwJyDyCpy,Other Side,"['ILLENIUM', 'Said The Sky', 'Vera Blue']",ILLENIUM,60
7Lqb5crtS7JaNynQ0mszWh,U&ME,"['Dezko', 'CERES']",U&ME,64
7za8623cNib4zIP9wKw9Ps,A Little Bit,['Disclosure'],Alchemy,54
5yPEJ4UF90Km4KmLl2h4EE,All You Need Is Love,"['Nicky Romero', 'Jonas Blue', 'Nico Santos']",All You Need Is Love,66
7DwVS1naLT9jP0PE78jg4P,AM:PM,"['NOTD', 'Maia Wright']",AM:PM,64
0RTHKL6kDu7gCQf4qnCfRV,RUN INTO MY ARMS,['pluko'],BLEACH [Hi-Fi],47
50ZFpw2wS6ERvLmW8TINhq,Beg for You (feat. Rina Sawayama),"['Charli XCX', 'Rina Sawayama']",Beg For You (feat. Rina Sawayama),64
1ENQZlb9iVUnCoN2QtI77e,With All My Heart,"['ILLENIUM', 'JVKE']",With All My Heart,57
1TytykMo9zFzNdRbqTxfep,Feels This Good,"['Sigala', 'Mae Muller', 'Caity Baser', 'Stefflon Don']",Every Cloud - Silver Linings,66
5o1mS67lEoLCeFobGIaNb2,Forever And A Day,"['LP Giobbi', 'Caroline Byrne']",Forever And A Day,66
28pQcTJag5xFasUq2fw9PK,Shades Of Love (feat. The Joy),"['The Blessed Madonna', 'The Joy']",Shades Of Love (feat. The Joy),64
5UTqHC0FtWx9zPKvva8i9v,I Need You,['Elderbrook'],Little Love,64
42LSQpK6JdGjqRttkxIoy1,Gonna Be Good,['Madeon'],Gonna Be Good,52
4oe1guqHjDMCYoQguWlNDg,Dreams,['Gryffin'],Dreams,57
4PfnalD9fzuJ5Kx58Bwmu5,All Good Things (Come To An End),['DJ Traytex'],All Good Things (Come To An End),58
6WarP4oMloYg0Z8H8IHeDq,Love Again,['CHANEY'],Love Again,59
35va3avWAmS4HMKANASOEp,Touch,"['Golden Features', 'Rromarin']",Sisyphus,53
7cujJQPxdHeDz5mKLmv0bu,Something About Your Love,['SG Lewis'],Missing You / Something About Your Love,56
3Mi8teeczekyPhn5lgW8li,Can’t Let You Go,"['LP Giobbi', 'Little Jet']",Can’t Let You Go,51
4UQy41kC5LjzwQuiuWOpwA,Starlight (Keep Me Afloat),"['Martin Garrix', 'DubVision', 'Shaun Farrugia']",Starlight (Keep Me Afloat),63
6iaFDadGS6EqeyQb0c3QGZ,Electric Feeling,['TELYKAST'],Electric Feeling,56
0HPJa3SJksQakwtOrJT7pj,Who's Gonna Love You Tonight (with Tinashe),"['Snakehips', 'Tinashe']",Who's Gonna Love You Tonight (with Tinashe),46
30nygP64gBZqbLoWC72vNq,One Last Call,"['Ben Böhmer', 'Felix Raphael']",One Last Call,64
3Dr0xDJwXy6JkiHNJfv5zd,Wish It Was You,"['Audien', 'Cate Downey']",Wish It Was You,59
1Swh2Td4N7mpMG9xyG09gA,I'll Be Around,"['Elderbrook', 'Amtrac']",I'll Be Around,58
5ciL7TMQsSDLIkrGXuRYbY,I Can Make It,['CRi'],I Can Make It,54
4OQL3tmaCuh2j6K29GgT37,Reason (with Paige Cavell),"['SILK', 'Paige Cavell']",Reason (with Paige Cavell),50
7mXNYEVh9FW72c12qBaO3p,Only You,"['Alesso', 'Sentinel']",Only You,63
5IfHQilcjciOxJQBFCNCCN,HISTORY,"['Joel Corry', 'Becky Hill']",HISTORY,64
5YOcEEKHgs1IgqudZ5vx8Q,HOLD YOU,['Angrybaby'],HOLD YOU,60
11xY5dCeBsU1reDOfJdwjq,I Got You,"['Disco Lines', 'ayokay']",I Got You,50
5wM6LOw2U6XeIFHfsgI6wU,Love You Back,['Madeon'],Love You Back,58
7Eg6WudP6Qp7JzqldA2ZTH,MADLY,['The Blaze'],JUNGLE,57
10BJncb5uin37ip2IhSoJz,Something In The Way - triple j Like A Version,['RÜFÜS DU SOL'],Something In The Way (triple j Like A Version),55
4qOErzIVJ5dGY9U0aAZhwz,All I Need,['Forester'],All I Need,55
19BoXyNUZB8M9PgAyMHVRg,Tell Me,"['James Carter', 'Hanne Mjøen']",Tell Me,66
7grzdNt3eQRiBC70GksRp1,Worlds On Fire (with R3HAB & Au/Ra),"['AFROJACK', 'R3HAB', 'Au/Ra']",Worlds On Fire (with R3HAB & Au/Ra),56
0W44iKwnweZAID1cCMw3B5,The One (feat. ARA),"['Hannah Wants', 'ARA']",The One (feat. ARA),57
7dTd00X8Mc5iErfQQyBA6B,Riptide,['The Chainsmokers'],So Far So Good,60
2mO6cLDxTnT9NVnQ6iVfVF,Talking Like That,"['Le Youth', 'EMME']",Talking Like That,48
5PQFmB2xhRkJTUWDKccBoP,You Know What I Need,"['PNAU', 'Troye Sivan']",You Know What I Need,63
3IUiA6msgyFl3f8kzbdgQP,Forgive Me,"['ODESZA', 'Izzy Bizu']",The Last Goodbye,58
6VpRQDOM7nQ6viuVUSXWGn,We Will Meet Again,"['San Holo', 'Jai Wolf']",We Will Meet Again,57
7KoUk2BFyV8HkocdHMUNTw,One Last Time (with R3HAB) (feat. Enny-Mae),"['VIZE', 'R3HAB', 'Enny-Mae']",One Last Time (with R3HAB) (feat. Enny-Mae),64
5caU54QlqCMPEKIbQ3nbhd,You Found Me,"['Adventure Club', 'Jessica Audiffred', 'Clara Park']",You Found Me,51
6iZ2inFhxOuHKxOlTwwhZq,Next To You (feat. Kane Brown),"['Loud Luxury', 'DVBBS', 'Kane Brown']",Next To You (feat. Kane Brown),65
6DiogHhtwkVgUHUDUJVuXV,After You (feat. Calle Lehmann),"['Gryffin', 'Jason Ross', 'Calle Lehmann']",After You (feat. Calle Lehmann),56
4pE4qgPX3jfL76yWTPT7zh,Like You Did,['Le Youth'],Like You Did,49
5QZdeEHEHy1Jphbral0nbv,Survive,"['Lane 8', 'Channy Leaneagh']",Reviver,56
3eaya4A2mIUwmiQo3TcpSi,Never Loved You Like That,"['NGHTMRE', 'Big Gigantic', 'SAFIA']",GIGANTIC NGHTMRE,48
6ntoVaDBf5Hc6cOIYBcaJg,Mysoul,['Shallou'],Mysoul,47
0TZmwiefBLRaNYtkRWH8Uh,IRLY (I Really Love You),['Dombresky'],IRLY (I Really Love You),49
2ReortySZeaeI0CUWiIh8v,Coming Home (feat. John Martin),"['ARTBAT', 'John Martin']",Coming Home (feat. John Martin),57
4X66U6SUjvZqiKYIpCWXnq,Freeze,['Kygo'],Freeze,61
4twkHZHHfnFKhIFOe2Z0I6,in YOUR EYES,['Kaleena Zanders'],PATCHWORK,37
1lXyxleB814ehGUXzsWNXu,One More Time,"['Armin van Buuren', 'Maia Wright']",One More Time,52
6ur4bHIfXz7v38Ug4c7sb9,Colors (with Eyelar),"['Gryffin', 'Blanke', 'Eyelar']",Alive,50
0v1nobrUSVLIXrYaI4zwkw,STFU,['Crankdat'],STFU,60
3W9xukFv9kGLkLbEe2YITe,Mind Pluck,"['Subtronics', 'HOL!']",Mind Pluck,58
2vk63a0DpsEDiCG4k0mjCF,BANG YOUR HEAD,"['DIESEL', 'Hairitage', ""Shaquille O'Neal""]",BANG YOUR HEAD,57
2iV6jpVuKh8PS3wWQ5xLIi,Artificial Dubstep,['Borgore'],Artificial Dubstep,47
6fdEHZu9ESPsZ2yc8wKwlP,RAD,"['LSDREAM', 'Joey Valence & Brae', 'Xotix']",HEARTWAVE,46
4zbInBD4rY7tYPJ16LVxdh,Badders,"['PEEKABOO', 'Flowdan', 'Skrillex', 'G-Rex']",Badders,69
4K0pPcYPRIBDavThi6FD0r,SAVE U NOW,"['Jauz', 'Medyk']",WRATH OF THE WICKED,52
2s7F8qjzm1XcMKG7O4GzCY,EAT SLEEP RAGE,['Ray Volpe'],EAT SLEEP RAGE,51
5G2yowSJVtqadcVdKzNs54,Psychosis - VIP Mix,['JEANIE'],Psychosis (VIP),39
450ieMdH9byHoYTXfx8ORV,Next Shot,"['12th Planet', 'Vulgatron']",Next Shot,46
0xy1H3TnhU478kNe7E8Wxc,NO FEAR,"['DIESEL', 'Jessica Audiffred', ""Shaquille O'Neal""]",NO FEAR,50
5W7s8j8GWNSAyHl4D0F8ab,Dale (with Blvkstn),"['Riot Ten', 'Jessica Audiffred', 'Blvkstn']",Dale (with Blvkstn),43
29ytM04QyJTJWVzod8J75t,Find It In Your Mind,"['Zingara', 'Steller']",Find It In Your Mind,49
3AlizcdWe1hKHrSgnwZYSp,"Be Kind, Rewind",['Infekt'],"Be Kind, Rewind",42
6ctmKiHf2CcHQLwT7g4jpc,Old School,"['Marshmello', 'Ray Volpe']",Old School,55
3twU0ngWzakD9k07Kb5eoV,Asteroid,"['Subtronics', 'Excision']",Asteroid,60
0StQdn3iO5vdHFH8ZR6Cuo,Titans,"['Excision', 'Wooli']",Titans,55
0AXSb1gRlRsm9MT6O9fu91,Rabbit,"['Effin', 'Jiqui']",Rabbit,39
1kIXXNc6CUbi0xbnpSHJRc,Trauma Queen,['Varien'],Trauma Queen,37
5gfIjW3jXyvLAcRV8Fr2lj,Sylky,"['SIPPY', 'Mylky']",Sylky,40
11IQ89bxoC3bklnfP5TZiM,Escape - Subtronics Remix,"['deadmau5', 'Kaskade', 'Kx5', 'Hayla', 'Subtronics']",Escape (Subtronics Remix),55
6DVZpwOZyjhPkL09b0mqtg,SAXORiDDiM,['GRiZ'],SAXORiDDiM,55
6VZlZwLkThFbO3gmBYeDUK,Dopamine,"['Wooli', 'Tape B']",Dopamine,49
02yaX0Reb1fQYIQdri4Ow8,Name Drop,"['Excision', 'Wooli']",Name Drop,57
2tSi83cOo4S6XRuAhoNSMK,Fracture,"['Apashe', 'Flux Pavilion', 'Joey Valence & Brae']",Fracture,58
6AoG52kxfptY0QBQnjuQOe,Hollow,"['Dabin', 'Kai Wachi', 'Lø Spirit']",Hollow,62
4nCW3tSl82LPbmrrwYpF4b,HAPPY SONG,['Ray Volpe'],HAPPY SONG,50
2GqpGnSsaS4WY4wgURygHO,HEAT,"['DIESEL', 'Crankdat', ""Shaquille O'Neal""]",HEAT,49
0o4nOUsrcHCKMu74kUlxDS,Fall Apart,"['Sullivan King', 'Excision']",Thrones of Blood,52
4e4f0d6zswn0ZzqoZ14G8M,Restraint,"['Wooli', 'Calcium']",Restraint,55
46ZbeFHcvPbZT3z19WIKHZ,S.O.S,"['Jauz', 'Zeds Dead', 'Nicole Millar']",S.O.S,56
0fy3MozJBrM858gEIo3Yec,FUNKONAUT,"['GRiZ', 'LSDREAM']",FUNKONAUT,52
0h2ZSu1j6YFsGj85eSyrI4,Ground Shake,"['Crankdat', 'Bandlez']",Ground Shake,54
5RD6iZpOFkVuT3SW4eAHuZ,Badman,"['Ganja White Night', 'LSDREAM']",Badman,47
0MAz9ic5HYosDQIjdKUDjX,Hyperdrive,"['Excision', 'Benda']",Hyperdrive,48
5VJuzCF7u2Q7G9hYvtd6f6,Spacetime - Virtual Riot Remix,"['Subtronics', 'Nevve', 'Virtual Riot']",ANTIFRACTALS,47
0lwjrh66nXwlyfsHtoA0Xe,Song Of The Year,"['Kill The Noise', 'Wooli']",Song Of The Year,50
7ztFTiaEtc1TF5AV9909Bb,Teardrop,"['NGHTMRE', 'Marlhy', 'Virtual Riot']",Teardrop,39
1NuhAA7NeNwrWcsBh9z8R8,Mercy,"['Jauz', 'Masked Wolf']",Mercy,58
0VnfaVKFyKNQGm9Sk7RrOX,Laserbeam - Sullivan King Remix,"['Ray Volpe', 'Sullivan King']",Laserbeam (Sullivan King Remix),48
0zOqoAh2thAbmju80p850h,Mitosis,"['Ganja White Night', 'PEEKABOO']",Mitosis,43
04zVcQYcV9iPQVsQVVDkKD,Human,"['Apashe', 'Wasiu']",Human,59
6t7QJBcI7xDcjKjRO4mBDf,Bone Breaker,"['SIPPY', 'NEOTEK']",Bone Breaker,46
6O6ePDpaKefShKvHezsWqc,Obsidian Vortex,['ATLiens'],Obsidian Vortex,50
255aqjr60zsuqvu7yJPUZM,T.O.A.D.,"['BARELY ALIVE', 'Kompany']",T.O.A.D.,42
1VNUgCP4mm7EuOMP7jAmZZ,Pleasure Seeker - Virtual Riot Remix,"['Mr. Bill', 'Virtual Riot']",Phantasmagorical,39
4qx3idnPftLmV1XmDWiIGP,Tactix,"['Eptic', 'Joey Valence & Brae']",Tactix,43
2VaOJEHR9U3Q6SlG8TZN5j,Meant To Be Lonely,"['Ray Volpe', 'Donna Tella']",Meant To Be Lonely,47
0LOxlFQcKkdyWCva7Ron5M,It's Our Destiny - Subtronics Remix,"['IMANU', 'KUČKA', 'Subtronics']",UNFOLD Remixes,38
4Iz3e22hTN8B2koCpPuoUD,MEGAZORD,"['GRiZ', 'ProbCause', 'Chrishira Perrier']",Bangers[7].Zip,54
2vvpJ7CJ80THGG8gLDGxug,POETIC PIT,['HOL!'],POETIC PIT,43
71B802cRMsrJ0GuzJH8q8o,Rise,"['Excision', 'Jessica Audiffred', 'Leah Culver']",Rise,49
2tb1wD0ePjDJBQNUla0foR,Black Magic,['Effin'],Black Magic,44
6ZQHhBaGgwX2zourh1J5Ie,Don't Let Me Let Go (with ILLENIUM & EVAN GIIA) – Zomboy Remix,"['Dillon Francis', 'ILLENIUM', 'EVAN GIIA', 'Zomboy']",Don't Let Me Let Go (with ILLENIUM & EVAN GIIA) – Zomboy Remix,45
2n7eITOXa1UK6AksMavXk6,Paradise,['Flux Pavilion'],Paradise,44
54zrIs7UXX7kp3sFj7mlvG,Skins,"['Kai Wachi', 'YMIR']",SKINS,45
2kY3zw2cGQOG3IL6gMW20R,Eclipse,"['Black Tiger Sex Machine', 'Dion Timmer', 'RUNN']",Eclipse,44
6RfJ36FxithGj2P3bfbG1L,Oh Dang!,"['Big Gigantic', 'Ahee']",Oh Dang!,49
0kfXOuVx3xUjVgwvxQewcb,Revenge,"['Dirtyphonics', 'Bossfight']",Revenge,43
2npMfTDQAwY1Jga13HS01O,Riot,"['Sullivan King', 'Kai Wachi']",Thrones of Blood,49
6Rzv2CVwDi7hYnVU5wKcXe,Don’t Look Down (feat. Linney),"['MitiS', 'Ray Volpe', 'Linney']",Don’t Look Down (feat. Linney),42
1LhdHHyfSr8LR8dFqz3NTg,SHEEESH,"['Riot Ten', 'Bandlez']",SHEEESH,34
1BocvYKP6Khn2AXOLqNmUS,Dead Man Walking,['Zomboy'],Dead Man Walking Pt. 1,43
5ejKUS1gyCQlizpaYYk7uO,Arcadia,"['Pixel Terror', 'Ace Aura']",Arcadia,40
4ClJmxomQ0CZSuhrZWMQCK,Playing With Fire,['Eliminate'],Playing With Fire,46
3FCayE3jBJijv56xbtl179,Switzerland,['Borgore'],Switzerland,40
3ADPEN0m92FLaY9Z0znhqd,Ultraviolent,"['Kill The Noise', 'Shadow Cliq']",Ultraviolent,37
6tk1LRABEXt2zygYj3jmPt,RAVEN,"['Grey', 'Virtual Riot']",RAVEN,49
14wlTKn3ZZoIO1jk3OHDWH,Never Be The Same (feat. Sara Benyo),"['Jessica Audiffred', 'Sara Benyo']",Never Be The Same (feat. Sara Benyo),46
6JKyHmlmKDCEbudFvf9pB0,BUMPIN (with BLVK JVCK),"['Hekler', 'BLVK JVCK']",BUMPIN (with BLVK JVCK),41
