track_id,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
1zgXLmPaBkcxB8LcAjskjM,biggest problem,If Looks Could Kill,Destroy Lonely,2023-05-05,164595,57,0.799,0.00661,0.448,0.0,0.584,-6.539,0.313,140.009,4
2FDTHlrBguDzQkp7PVj16Q,Sprinter,Sprinter,Dave,2023-06-01,229133,94,0.916,0.186,0.583,0.0,0.0798,-8.067,0.241,141.095,4
2HALQBSAvpw1oCzL5QsrT2,Trojan Horse,Split Decision,Dave,2023-06-04,248866,76,0.891,0.475,0.711,0.0,0.227,-4.429,0.332,138.31,4
05grSYrVwYw58YMOdJceyz,Patience (feat. Don Toliver),Pink Tape,Lil Uzi Vert,2023-06-30,262429,68,0.706,0.086,0.64,0.0,0.537,-3.146,0.203,143.905,4
5FG7Tl93LdH117jEKYl3Cm,Essence (feat. Tems),Made In Lagos,Wizkid,2020-10-29,248040,76,0.849,0.0266,0.707,8.58e-06,0.618,-6.002,0.113,104.027,4
6dkffLWo31KnXmwCLsgA2K,Gist,TEC,Lil Tecca,2023-09-22,130226,74,0.72,0.0407,0.614,0.0,0.103,-5.482,0.188,75.44,4
7sT7kZEYd1MrmzLLIRVZas,Calling My Name,"Honestly, Nevermind",Drake,2022-06-17,129964,65,0.826,0.62,0.276,8.53e-05,0.118,-11.227,0.266,123.985,4
4CIyxiObT9G35HrSItAblR,HVN ON EARTH (with Kodak Black),TEC,Lil Tecca,2023-09-22,188870,76,0.734,0.078,0.649,0.000664,0.137,-5.12,0.108,132.038,3
0nAZGkBGKQCXyaoSJfRhC1,A Keeper,"Honestly, Nevermind",Drake,2022-06-17,173097,69,0.6,0.512,0.482,0.000104,0.115,-11.596,0.0701,121.909,4
5OujiNudK0r1AdPOpPVNQr,Oh My,Oh My,Yung Fazo,2023-05-19,145285,36,0.784,0.00494,0.635,1.4e-06,0.113,-7.247,0.0855,139.982,4
1kBgQ2cBNONDo7ABrvmRfu,Sidenote,We Love You Tecca,Lil Tecca,2019-08-30,157933,58,0.666,0.0608,0.666,0.0,0.15,-7.748,0.277,140.001,4
7DRM6aQqMhVMweZ8H7UBei,Yves,TEC,Lil Tecca,2023-09-22,137547,73,0.674,0.0246,0.736,0.0,0.111,-6.798,0.291,140.142,4
1vbn9fEyw1IYhqgZJdu9ZB,Falling Back,"Honestly, Nevermind",Drake,2022-06-17,266178,64,0.718,0.238,0.758,0.00653,0.11,-8.29,0.0703,118.989,4
4rXLjWdF2ZZpXCVTfWcshS,fukumean,a Gift & a Curse,Gunna,2023-06-16,125040,96,0.847,0.119,0.622,0.0,0.285,-6.747,0.0903,130.001,4
3pq5dd3Hwg2uJ3d63v9YRx,One Call,Drip or Drown 2,Gunna,2019-02-22,195736,52,0.861,0.125,0.481,1.38e-05,0.0903,-7.309,0.343,146.992,4
2IcUTJ4ZW6AFVtG4Gw8nmx,motion (feat. Dom Corleo),me vs me,Yung Fazo,2022-11-04,161513,33,0.631,0.0165,0.548,0.0,0.108,-8.942,0.176,134.898,4
0WCJSIy75ZVxqY51ce0enc,Pluto to Mars,Pink Tape,Lil Uzi Vert,2023-06-30,246497,69,0.807,0.0225,0.627,0.0,0.0904,-6.829,0.0771,122.963,4
5rU6kDNXZLXIinFezpbWbO,Tap (feat. Meek Mill),Bad Habits (Deluxe),NAV,2019-03-26,148278,64,0.901,0.0646,0.676,0.0,0.0863,-7.033,0.251,85.018,4
2YSzYUF3jWqb9YP9VXmpjE,IDGAF (feat. Yeat),For All The Dogs,Drake,2023-10-06,260111,93,0.663,0.0464,0.67,8.92e-05,0.205,-8.399,0.271,136.952,4
3cAeVEM3e2qv2V4lVhMpdR,Warni Warni,Wenu Wenu,Omar Souleyman,2013-10-21,412840,53,0.498,0.0775,0.938,0.00109,0.134,-5.456,0.0429,139.927,4
2rjv9fXzpZDbB6lEeIoB3l,rodeo dr,a Gift & a Curse,Gunna,2023-06-16,176946,73,0.8,0.0668,0.754,0.0,0.278,-5.259,0.216,134.136,4
5kdlxZ5skOYY3VK8RlfEIZ,البخت,البخت,Wegz,2022-02-26,206112,67,0.78,0.487,0.59,1.07e-05,0.115,-7.77,0.132,104.977,4
3eP13S8D5m2cweMEg3ZDed,Virginia Beach,For All The Dogs,Drake,2023-10-06,251094,88,0.402,0.106,0.514,0.0,0.181,-7.322,0.0471,120.009,4
03rwnftfgpYVO6QDWOZcG6,Drew A Picasso,For All The Dogs,Drake,2023-10-06,262768,82,0.707,0.375,0.334,0.0,0.17,-12.792,0.244,127.944,4
2nibvvDdAQkVraYP00z2RS,Calling For You (feat. 21 Savage),For All The Dogs,Drake,2023-10-06,285630,86,0.571,0.0548,0.55,0.0,0.179,-6.567,0.106,120.947,4
1XsRwo2it6QHdV2OiT6IzF,Tie That Binds,"Honestly, Nevermind",Drake,2022-06-17,336005,61,0.775,0.0176,0.688,0.0917,0.108,-10.912,0.0593,120.017,4
4s7QLoImIwmPi9L6dq1nVW,TSU,Certified Lover Boy,Drake,2021-09-03,308755,76,0.568,0.228,0.56,3.05e-06,0.39,-9.059,0.42,130.019,4
43SBf6EWx63LKYe6pGuPyP,came in wit,If Looks Could Kill,Destroy Lonely,2023-05-05,117260,52,0.645,0.019,0.663,0.0,0.16,-7.646,0.0658,130.932,4
4Bhdiu8zhwQR3tXy8YMbCj,DUI,We Love You Tecca,Lil Tecca,2019-08-30,134520,74,0.774,0.567,0.409,1.12e-06,0.12,-8.688,0.336,86.52,4
1cByP16xx3Bikp74r1TW5f,Hëavyweight,AftërLyfe,Yeat,2023-02-24,148800,57,0.645,0.0205,0.401,0.273,0.13,-11.703,0.0736,142.108,4
6rjuKpPydT2SxN15TZpV7r,500lbs,TEC,Lil Tecca,2023-09-22,144390,81,0.722,0.0942,0.785,0.0,0.119,-5.451,0.0763,122.986,4
2VjOTvl50tscmc0RDjPdr2,UK Rap,Split Decision,Dave,2023-06-04,198026,80,0.92,0.339,0.682,2.08e-06,0.112,-4.82,0.368,140.071,4
2ZlABhxMMa43COmZ97kKsJ,Jumbotron Shit Poppin,Her Loss,Drake,2022-11-04,137151,76,0.799,0.221,0.575,0.0,0.196,-6.257,0.282,99.026,4
2cQxzcGw5eUJtqIdYuRoLq,money & sex,If Looks Could Kill,Destroy Lonely,2023-05-05,272364,67,0.711,0.00358,0.755,0.000768,0.227,-6.01,0.0781,141.05,4
406ibEUZKNRotQ3eem7Bog,Palestine the Beautiful,Zajel,El-Funoun Palestinian Popular Dance Troupe,2014-01-01,158760,38,0.648,0.389,0.694,0.0,0.116,-10.577,0.0695,180.099,4
2MyQK6cKu9IAzNXiBm7TD0,"CHOPPA SHOOT THE LOUDEST (with Chief Keef, feat.Trippie Redd)",We Love You Tecca 2,Lil Tecca,2021-08-27,241655,56,0.585,0.0644,0.765,0.0,0.148,-5.575,0.0589,145.155,4
1PIgY9ybyFT9uWLM5POYGY,All The Parties (feat. Chief Keef),For All The Dogs,Drake,2023-10-06,218611,82,0.65,0.552,0.405,0.0,0.107,-10.156,0.199,124.747,4
40EXFgNMOIQRQOwJZ8mJkC,Who Told You (feat. Drake),Who Told You (feat. Drake),J Hus,2023-06-08,208917,79,0.646,0.147,0.743,0.0,0.101,-4.572,0.338,151.314,5
